subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
C5MtPrvK95hY	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	7	I didn't want to go to extremes here. I considered specific energy as something more in the middle rather than at the highest end. Because there were four entities in A, the energy had to be divided up. In B, the single entity had access to the energy by itself.	31	1: male	no errors
PD7IOGL7Jx4e	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	there's no indication whether its on or off	29	1: male	NA
jVehXnDWNBb0	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	10	"I gave those ratings because I naturally assumed that when there were multiple entities in the A part of the screen that it would be split up more evenly between each one; whereas, on the B side of the screen I thought it would have much higher strength going to the sole entity. "	29	1: male	NA
YCs3yjo0vhdS	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	9	9	If C has high influence then E will also have high intensity 	30	2: female	No errors 
kETvGGTdBgqb	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	6	9	I guess i just thought that situation B would have more energy as its the only entity, so it would get the most energy as it doesn't need to share it. 	24	2: female	NA
HI1qUSY7mEs6	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	As C is exerting radiation and E can either be on or off, in both situations it is likely that the bottom right entities will have strong radiation. 	22	2: female	no
f0LDSNpt4eyH	5	1: I confirm	1: I will take it seriously	2	binary_radial	5	5	C exerts it's influence in all directions, it does not focus on one E when there is only one present. Therefore the probability of it being on remains the same. Since they can only be one or off, logically there is a 50% probability.	22	1: male	NA
zADD3LvtcvrM	1	1: I confirm	1: I will take it seriously	3	cont_radial_unlimited	10	5	I feel A had more energy because there was more effect particles compared to the one in situation B.	19	1: male	n/a
vD7btjRrgihW	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	7	7	BOTH WOULD BE INFLUENCED THE SAME DEGREE AS THEY'RE THE SAME DISTANCE FROM C AND ENERGY IS EMITTED RADIALLY - THEREFORE THE SAME STRENGTH IS DIRECTED IN ANY DIRECTION WHETHER E IS THERE OR NOT	40	1: male	NONE
N2Ch9obnvlS6	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	6	9	I thought that the first one, the strength would be diluted because of the other 3 entities. While the only one would absorb all of the energy	44	2: female	i found no errors
AoptXCDFsXgq	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	7	7	My understanding is that C has unlimited energy and it is always sending out energy even if the E entities are not there to receive it. As such both entities in the same position are receiving the same amount of energy.	30	1: male	NA
OFfz2ENtjlqJ	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	9	9	I figured the further out the entity the more energy it would need to produce.	39	2: female	NA
SzClQ5qHCT1y	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	9	9	C has unlimited energy so it shouldn't matter how many entities are in the radius - they should all get the same energy all the time	45	2: female	NA
16OH9WMn6w74	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	8	8	I assumed that although only one entity was present, cause C emits an unlimited amount of energy.  So no matter if there is one entity or four, they will all have the same activity level 	34	2: female	none
TLuFFFkDv9Kk	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	10	10	Cause C emits the same level of influence radially, the fact that there is only 1 entity present in the 2nd picture has no impact on the amount of energy it receives from Cause c	33	1: male	NA
tFxtNQbJlDLM	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	9	9	cause entity is giving out the same radial influence even if there are fewer effect entities present	42	2: female	NA
NEfTPvoEBzrw	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	if c is on it makes the e,s on regardless of weather there is one or four e,s	36	2: female	none
J6GXv3g1faAV	2	1: I confirm	1: I will take it seriously	4	cont_radial_limited	5	10	because c has a specific amount of energy and on A it has more t focus that energy it is not ah high as in B were it has only one to focus the energy 	24	2: female	NA
05oyuCrnhKlh	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	6	10	the first one has all cause E's present, so the energy is dispersed, however when there was only one there would be more energy going into just the one	19	2: female	no
Dsg02uhrB08s	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	3	They are the same distance away from the entity and that means they'll receive the same energy regardless of how many other entities are there	33	1: male	NA
8WyHjIuIqIWT	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	3	8	As in situation B there is only 1 entity so even though C is giving off the same amount of energy there is only 1 entity to take this where as in A there are 4 entities to take the energy	38	2: female	NA
tnK0HlLLgfFb	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	10	I gave the rating because on A there was 4 other  entities and therefore the strength would be shared among the other 4 in that radial influence,  whereas for B, the strength was much higher because there was only 1 entity. 	35	1: male	I came across NO errors.
8ckNurF245ht	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	10	in scenario a as all effects entities were present so i think bottom right effect entity will have low level activity but in scenario b only 1 entity is present so it will have high level of activity	30	1: male	n/a
H5pcLEyQkiUR	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	9	If there is only 1 E then it will be affected to a greater extent by C. This is my interpretation. As C is giving out a specific amount of activity then if there are 4 E's the effect on each will be less	63	2: female	none
bALJyMWD60bR	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	8	I gave my rating relative to how many of entities were present. in situation A, As there were four entities present, I asserted that energy distribution would be quite low and therefore placed the bottom right entity in situation A as quite low. This is because i assumed energy distribution to all four at once would be equal. In the case of situation B, i felt that energy distribution would be far more in favour in the bottom right entity at this time because the other 3 were not present. And therefore i placed bottom right entity in situation B as very high. 	27	1: male	NA
voLdpjlwjQza	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	5	"The number of effect entities is irrelevant, as C has an unlimited amount of power according to you. So ""sharing"" makes no difference."	55	1: male	No issues occurred
32P4QDjt3eFg	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	8	While I have been told that cause C CAN have an infinite amount of energy, I am assuming that most of the time cause C has an identifiable amount of it and splits it between each entity E. When it is connected to four E entities, those entities will have relatively low energy, at least compared to an entity E that is receiving all channeled energy that C is releasing.	26	2: female	NA
z76jV0y5JJUv	5	1: I confirm	1: I will take it seriously	1	binary_radial	8	8	Because E was present at the bottom right of each situation	48	2: female	NA
1S8UV8SAyTan	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	6	10	I gave the ratings I did because I believed that one channel signified more power from the entity rather than it being divided across 4.	32	2: female	None
v9XjeUcUQWRT	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	9	I rated the effect as higher in situation B, assuming that cause C is emitting the same amount of energy to one effect entity as it does in situation A, but in situation A the energy is split between 4 channels to the effect entities.	44	2: female	No errors, instructions very clear, thank you.
kXn75CMoYkHA	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	10	The singular E received 100% of the energy from C rather than 25% in scenario A	51	1: male	none
