"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"p_ID";"dupl1_v_149";"v_92";"v_149";"v_166";"v_165";"v_135";"v_150";"v_168";"v_167";"v_136";"v_152";"v_170";"v_169";"v_137";"v_153";"v_172";"v_171";"v_138";"v_154";"v_174";"v_173";"v_139";"v_155";"v_176";"v_175";"v_140";"v_156";"v_178";"v_177";"v_141";"v_157";"v_180";"v_179";"v_142";"v_158";"v_182";"v_181";"v_143";"v_159";"v_184";"v_183";"v_144";"v_160";"v_186";"v_185";"v_145";"v_161";"v_188";"v_187";"v_146";"v_162";"v_190";"v_189";"v_147";"v_163";"v_192";"v_191";"v_148";"v_164";"v_194";"v_193";"dupl1_gender";"age";"remarks";"attention_check";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4959618";"rts4959625";"rts4959704";"rts4988097";"rts4988100";"rts4988105";"rts4988118";"rts4988123";"rts4988126";"rts4988143";"rts4988146";"rts4988149";"rts4988156";"rts4988162";"rts4988171";"rts4988177";"rts4988180";"rts4988194";"rts4988196";"rts4988222";"rts4988226";"rts4988229";"rts4988232";"rts4988234";"rts4988238";"rts4988244";"rts4988257";"rts4988266";"rts4988270";"rts4988272";"rts4988274";"rts4988277";"rts5008117";"rts5008118";"rts5008134";"rts5008135";"rts5008141";"rts5008142";"rts5008147";"rts5008148";"rts5008154";"rts5008155";"rts5008160";"rts5008161";"rts5008178";"rts5008179";"rts5008181";"rts5008182";"rts5008201";"rts5008202";"rts5008207";"rts5008208";"rts5008215";"rts5008216";"rts5008230";"rts5008231";"rts5008238";"rts5008241";"rts5008299";"rts5008300";"rts5008307";"rts5008308"
"105";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"0";"1";"1";"0";"-77";"-77";"a9564c85ff6474546e394744a7d1217f";"1";"0";"1614775675";"2021-03-03 12:47:55";"2021-03-03 12:47:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"106";"0";"0";"31";"4959705";"-77";"118";"14";"60251df990a99e29a7154571";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"51";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"18";"-99";"3";"Mozilla/5.0 (X11; CrOS x86_64 13597.84.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.153 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,5008179,5008178,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"b714c6f0e972e129a462a396114ce59f";"1";"0";"1614775676";"2021-03-03 12:47:56";"2021-03-03 12:49:54";"0000-00-00 00:00:00";"30";"0";"118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"107";"0";"0";"31";"4959705";"-77";"53";"10";"5fb6817b4e110a034d8c9830";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"24";"-99";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,5008155,5008154,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"d995a9da817c01a9a9e9677451449605";"1";"0";"1614775679";"2021-03-03 12:47:59";"2021-03-03 12:48:52";"0000-00-00 00:00:00";"7";"0";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"108";"0";"0";"31";"4959705";"-77";"155";"9";"5c1528d4bc35fd00018c4f00";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"70";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"23";"-99";"3";"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-T290) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.1 Chrome/75.0.3770.143 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,4988118,4988229,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"b4de13b95fd1ce43ee21273330830583";"1";"0";"1614775680";"2021-03-03 12:48:00";"2021-03-03 12:50:35";"0000-00-00 00:00:00";"62";"0";"155";"0";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"119";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"109";"0";"0";"31";"4959705";"-77";"105";"28";"5eaa956e7df877012afbff38";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"100";"-77";"-77";"-77";"-77";"1";"28";"none";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,5008300,5008299,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"11c7e1fd4e969abcda4db8957cd2046f";"1";"0";"1614775699";"2021-03-03 12:48:19";"2021-03-03 12:50:04";"0000-00-00 00:00:00";"19";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"64";"0";"0"
"110";"0";"0";"31";"4959705";"-77";"120";"12";"56ce2b1309734d000d439301";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"5";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"40";"-99";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,5008161,5008160,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"72f52b4976fde071a1ad1a3e52f97c7d";"1";"0";"1614775703";"2021-03-03 12:48:23";"2021-03-03 12:50:23";"0000-00-00 00:00:00";"31";"0";"120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"111";"0";"0";"31";"4959705";"-77";"204";"13";"5ced0da70afd6e0001a9f211";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"100";"80";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"35";"No";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,4988126,4988234,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"6756e3b6265867f1e6d1314eb026ce2d";"1";"0";"1614775733";"2021-03-03 12:48:53";"2021-03-03 12:52:17";"0000-00-00 00:00:00";"142";"0";"204";"0";"0";"0";"0";"0";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"112";"0";"0";"31";"4959705";"-77";"137";"17";"5edae9bb40591e74eb01bfb5";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"44";"63";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"25";"no";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,4988146,4988244,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"23c229ca27fd7088275ba4918ca1c51c";"1";"0";"1614775761";"2021-03-03 12:49:21";"2021-03-03 12:51:38";"0000-00-00 00:00:00";"20";"0";"137";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"113";"0";"0";"31";"4959705";"-77";"224";"29";"5774452517128b0001c2917b";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"49";"50";"-77";"-77";"1";"34";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,4988180,4988277,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"d865926f357cced3b5403c0970ab3d7e";"1";"0";"1614777341";"2021-03-03 13:15:41";"2021-03-03 13:19:25";"0000-00-00 00:00:00";"124";"0";"224";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"114";"0";"0";"31";"4959705";"-77";"140";"26";"6038c9d4ab9d372554710f79";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"25";"30";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"25";"no problems";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,5008241,5008238,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"7d7f509c4b5147fa03c21b7afbb4fd4f";"1";"0";"1614785823";"2021-03-03 15:37:03";"2021-03-03 15:39:23";"0000-00-00 00:00:00";"40";"0";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"111";"86";"0";"0";"0";"0"
"115";"0";"0";"31";"4959705";"-77";"115";"10";"5ebee3b533dc312a4636028a";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"35";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"35";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,5008155,5008154,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"19bf1b26494450063219b934bedeb684";"1";"0";"1614785830";"2021-03-03 15:37:10";"2021-03-03 15:39:05";"0000-00-00 00:00:00";"10";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"89";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"116";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"0";"0";"1";"0";"-77";"-77";"2a80c9a0b5c2cdfe82aa36d5688651db";"1";"0";"1614785834";"2021-03-03 15:37:14";"2021-03-03 15:37:14";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"117";"0";"0";"31";"4959705";"-77";"132";"8";"5cd6c6fd987ddd00187b79fd";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"60";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"27";"None";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,5008148,5008147,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"9f641cb08c177fce685ec5138902c3d5";"1";"0";"1614785835";"2021-03-03 15:37:15";"2021-03-03 15:39:27";"0000-00-00 00:00:00";"12";"0";"132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"118";"0";"0";"31";"4959705";"-77";"128";"3";"599e74eeb4e8c80001d1147e";"1";"-77";"-77";"-77";"-77";"74";"14";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"35";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 Edg/88.0.705.81";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,4988097,4988196,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"80131e7e339e4b9fd8768e321ddb2913";"1";"0";"1614785837";"2021-03-03 15:37:17";"2021-03-03 15:39:25";"0000-00-00 00:00:00";"25";"0";"128";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"111";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"119";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"0";"1";"0";"0";"-77";"-77";"215a2930f439128d8b5a1853522654ac";"1";"0";"1614785837";"2021-03-03 15:37:17";"2021-03-03 15:37:17";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"120";"0";"0";"31";"4959705";"-77";"150";"5";"5d0749f5bea2b4001a0b3810";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"20";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"35";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,4988100,4988222,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"b3309ea8cc27b926dbe214819c964fe3";"1";"0";"1614785840";"2021-03-03 15:37:20";"2021-03-03 15:39:50";"0000-00-00 00:00:00";"32";"0";"150";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
